NO.,IDW,MIDW,W,ID,HV,HD,IC,O,Iorb,Oorb,M1,M2,IC0,IC1,IC2,IC3,IC4,IC5,IC6,SIC0,SIC1,SIC2,SIC3,SIC4,SIC5,SIC6,CIC0,CIC1,CIC2,CIC3,CIC4,CIC5,CIC6,S0,S1,S2,S3,S4,S5,S6,SC3,SC4,SC5,SC6,SCH3,SCH4,SCH5,SCH6,SPC4,SPC5,SPC6,B0,B1,B2,B3,B4,B5,B6,BC3,BC4,BC5,BC6,BCH3,BCH4,BCY5,BCH6,BPC4,BPC5,BPC6,V0,V1,V2,V3,V4,V5,V6,VC3,VC4,VC5,VC6,VCH3,VCH4,VCH5,VCH6,VPC4,VPC5,VPC6,P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
41,23673.334,8.476,2793,4.848,3.629,4.594,3.043,4,4.774,2,166,200,1.58,3.05,4.315,4.978,5.188,5.188,5.188,0.271,0.523,0.74,0.853,0.889,0.889,0.889,4.253,2.783,1.518,0.855,0.645,0.645,0.645,20.665,14.597,13.386,11.853,10.213,8.198,5.89,1.965,0,0.513,0,0,0,0.096,0.472,5.017,8.391,12.727,18.917,12.261,10.217,8.251,6.471,4.933,3.196,1.287,0,0.247,0,0,0,0.037,0.262,2.966,4.441,6.231,17.333,10.934,8.55,6.664,4.911,3.615,2.182,0.952,0,0.163,0,0,0,0.021,0.194,2.181,3.046,4.076,30,34,49,68,91,115,125,137,152,163,173
42,2683.669,6.743,398,3.843,2.498,3.776,2.022,4,3.625,2,78,94,1.562,2.609,3.498,4.08,4.256,4.256,4.256,0.307,0.513,0.688,0.802,0.837,0.837,0.837,3.526,2.478,1.589,1.008,0.831,0.831,0.831,12.345,7.484,6.534,5.598,4.946,2.324,1.78,1.351,0.068,0.704,0.144,0,0,0,0.048,3.907,7.423,10.388,11.234,6.517,5.325,4.309,3.456,1.574,1.069,0.996,0.051,0.458,0.087,0,0,0,0.031,2.748,4.737,6.15,9.923,5.654,4.252,3.385,2.36,1.007,0.555,0.722,0.051,0.303,0.057,0,0,0,0.016,2.018,3.004,3.479,16,16,23,32,38,34,32,16,12,4,2
43,12338.52,7.971,1548,4.557,3.282,4.355,2.699,4,4.484,2,140,171,1.476,2.916,4.34,4.798,5.038,5.038,5.038,0.264,0.522,0.777,0.859,0.902,0.902,0.902,4.109,2.669,1.245,0.787,0.547,0.547,0.547,17.604,11.987,11.437,9.81,8.892,6.842,4.407,2.168,0.118,0.613,0.087,0,0,0.139,0.694,5.059,9.679,15.322,15.886,9.827,8.759,6.981,5.895,3.996,2.332,1.694,0.102,0.461,0.063,0,0,0.125,0.498,3.73,6.799,9.916,14.821,8.604,7.192,5.532,4.391,2.891,1.503,1.326,0.102,0.338,0.05,0,0,0.097,0.385,2.847,4.919,6.929,25,28,42,59,84,102,109,131,141,140,148
44,5586.969,7.351,760,4.203,2.896,4.063,2.423,4,4.322,2,112,139,1.514,2.969,4.283,4.65,4.796,4.796,4.796,0.283,0.554,0.8,0.868,0.895,0.895,0.895,3.844,2.389,1.074,0.708,0.561,0.561,0.561,14.491,9.469,9.105,8.047,6.971,5.42,3.636,1.964,0.118,0.613,0.087,0,0,0.139,0.592,4.774,8.84,14.273,13.5,8.27,7.45,6.184,5.073,3.491,2.065,1.576,0.102,0.461,0.063,0,0,0.125,0.465,3.623,6.472,9.582,12.435,6.943,5.951,4.716,3.777,2.527,1.369,1.243,0.102,0.338,0.05,0,0,0.097,0.353,2.73,4.74,6.763,20,22,34,49,70,86,95,115,121,110,100
45,5809.702,7.363,789,4.266,2.887,4.074,2.228,4,3.622,3,104,122,1.374,2.311,3.584,4.034,4.234,4.234,4.234,0.258,0.434,0.673,0.758,0.796,0.796,0.796,3.948,3.011,1.738,1.288,1.088,1.088,1.088,13.949,9.754,8.641,6.96,6.082,5.244,3.697,1.15,0,0.247,0,0,0,0,0.212,2.518,4.351,7.283,12.602,7.91,6.452,4.516,3.484,2.605,1.713,0.881,0,0.127,0,0,0,0,0.081,1.548,2.271,3.257,12.859,7.854,6.43,4.649,3.663,2.773,1.825,0.878,0,0.137,0,0,0,0,0.09,1.656,2.519,3.694,20,22,30,40,55,74,80,92,100,100,80
46,608.672,5.339,114,3.209,2.168,3.04,1.571,4,3.322,3,46,51,1.505,2.75,3.25,3.875,4,4,4,0.376,0.688,0.813,0.969,1,1,1,2.495,1.25,0.75,0.125,0,0,0,7.56,4.715,4.17,3.034,2.335,1.342,0.566,0.705,0,0.232,0,0,0,0,0.083,1.498,2.175,2.462,6.517,3.431,2.595,1.605,1.052,0.475,0.172,0.393,0,0.093,0,0,0,0,0.028,0.708,0.887,0.824,5.112,2.729,1.822,1.134,0.654,0.342,0.097,0.182,0,0.032,0,0,0,0,0.028,0.333,0.339,0.301,10,10,13,15,16,14,8,5,2,0,0
47,22007.514,8.255,2666,4.74,3.792,4.476,3.24,3,4.807,2,140,158,1.587,3.299,4.695,5.325,5.325,5.325,5.325,0.278,0.579,0.824,0.934,0.934,0.934,0.934,4.113,2.401,1.005,0.375,0.375,0.375,0.375,19.933,13.508,12.072,9.524,7.349,5.94,3.692,1.79,0,0.236,0,0,0,0,0.219,3.55,4.776,6.781,17.853,10.695,8.45,5.872,4.035,2.894,1.712,1.069,0,0.11,0,0,0,0,0.081,1.852,2.206,2.77,17.713,10.15,7.787,4.96,3.36,2.233,1.285,1.007,0,0.066,0,0,0,0,0.056,1.484,1.812,2.149,28,30,40,48,57,70,63,61,67,67,70
48,1296.496,6.145,211,3.574,2.276,3.463,0.996,4,3.7,3,70,86,1.837,3.171,3.559,3.654,3.939,3.939,3.939,0.418,0.722,0.81,0.832,0.897,0.897,0.897,2.555,1.221,0.834,0.739,0.453,0.453,0.453,9.585,6.126,5.695,5.464,4.06,2.704,1.745,1.042,0,0.546,0,0,0,0.118,0.173,3.287,5.072,7.654,8.431,4.9,4.084,3.457,2.304,1.37,0.789,0.68,0,0.276,0,0,0,0.059,0.084,1.871,2.57,3.44,7.235,3.718,2.807,2.029,1.269,0.663,0.339,0.423,0,0.113,0,0,0,0.032,0.043,0.935,1.165,1.356,13,14,21,30,37,40,39,30,24,12,3
49,11581.73,8.021,1444,4.592,3.101,4.405,2.423,4,4.644,3,134,160,1.389,2.484,4.223,5.001,5.251,5.251,5.251,0.245,0.438,0.744,0.882,0.926,0.926,0.926,4.283,3.189,1.449,0.672,0.422,0.422,0.422,17.225,12.258,10.718,9.567,8.002,6.919,4.883,1.348,0,0.365,0,0,0,0,0.28,3.698,5.961,9.657,15.93,10.454,8.414,6.921,5.271,4.112,2.623,0.993,0,0.245,0,0,0,0,0.161,2.518,3.621,5.18,16.705,11.229,8.937,7.296,5.474,4.388,2.96,1.078,0,0.228,0,0,0,0,0.151,2.642,3.793,5.634,25,28,39,54,72,98,108,129,151,170,163
50,8053.188,7.773,1036,4.407,2.969,4.279,2.525,4,4.524,3,136,173,1.185,2.449,3.917,5.094,5.172,5.172,5.172,0.209,0.432,0.691,0.898,0.912,0.912,0.912,4.487,3.223,1.755,0.579,0.5,0.5,0.5,16.405,10.894,10.812,10.126,8.478,6.995,5.457,2.548,0.227,1.281,0.449,0,0,0.072,0.45,7,11.667,18.894,15.251,9.747,9.499,8.595,7.068,5.71,4.272,2.181,0.19,1.094,0.351,0,0,0.072,0.399,5.829,9.426,15.05,14.399,9.321,8.815,7.934,6.716,5.395,3.909,1.841,0.142,0.812,0.2,0,0,0.072,0.36,4.889,8.186,13.121,23,26,42,63,87,117,144,177,212,236,239
51,7838.466,7.285,1076,4.246,3.451,3.992,2.933,3,4.222,1,88,94,1.747,3.539,4.427,4.593,4.593,4.593,4.593,0.338,0.684,0.856,0.888,0.888,0.888,0.888,3.423,1.631,0.743,0.577,0.577,0.577,0.577,14.795,9.651,7.876,5.454,4.325,2.692,1.709,1.021,0,0,0,0,0,0.118,0.167,1.515,2.312,2.263,13.207,7.634,5.663,3.498,2.416,1.406,0.871,0.647,0,0,0,0,0,0.048,0.062,0.825,1.056,0.922,12.592,7.664,5.388,3.727,2.734,1.745,1.186,0.344,0,0,0,0,0,0.079,0.091,0.623,0.936,0.934,20,20,24,26,30,27,26,25,21,21,21
52,696.662,5.318,131,3.197,2.366,3.032,1.846,3,2.722,1,38,39,1.26,1.9,2.823,3.143,3.143,3.143,3.143,0.271,0.409,0.608,0.677,0.677,0.677,0.677,3.384,2.744,1.82,1.5,1.5,1.5,1.5,7.983,4.719,3.581,2.262,1.553,0.955,0.144,0.5,0,0.167,0,0,0,0,0,1.04,1.124,1.374,7.613,4.373,3.121,1.971,1.334,0.781,0.144,0.348,0,0.102,0,0,0,0,0,0.739,0.829,0.964,6.761,3.947,2.613,1.624,1.088,0.536,0.144,0.197,0,0.026,0,0,0,0,0,0.402,0.504,0.471,10,9,10,10,9,6,1,0,0,0,0
53,32449.094,8.775,3698,4.94,3.705,4.757,3.153,8,4.984,6,160,187,1.392,2.633,4.23,4.639,4.864,5.005,5.23,0.226,0.428,0.688,0.754,0.791,0.814,0.85,4.758,3.517,1.92,1.511,1.286,1.145,0.919,24.433,15.842,13.179,11.514,8.892,6.245,4.219,2.117,0.083,0.737,0.125,0,0,0,0.136,5.892,9.026,12.214,22.56,13.552,10.307,7.953,5.462,3.506,2.227,1.551,0.051,0.447,0.068,0,0,0,0.048,3.717,4.873,5.893,21.104,11.379,8.654,6.425,4.225,2.651,1.601,1.314,0.051,0.392,0.068,0,0,0,0.048,3.033,3.762,4.444,33,34,46,61,70,78,82,86,70,56,52
54,19450.486,8.155,2385,4.731,3.72,4.425,3.134,4,4.607,3,138,157,1.473,2.751,4.222,5.111,5.199,5.199,5.199,0.256,0.478,0.734,0.888,0.903,0.903,0.903,4.282,3.004,1.532,0.644,0.556,0.556,0.556,18.313,13.365,11.418,9.346,7.909,6.259,3.912,1.15,0,0.083,0,0,0,0.096,0.473,2.473,4.072,5.427,16.572,10.995,8.462,6.225,4.716,3.409,1.907,0.706,0,0.025,0,0,0,0.037,0.223,1.321,1.929,2.309,16.51,10.719,8.13,5.907,4.406,3.065,1.643,0.722,0,0.046,0,0,0,0.068,0.248,1.395,1.991,2.295,27,30,39,49,63,74,69,73,79,70,73
55,9271.413,7.924,1170,4.518,2.909,4.366,2.404,4,4.585,3,132,161,1.752,3.462,4.516,5.047,5.101,5.101,5.101,0.336,0.664,0.867,0.969,0.979,0.979,0.979,3.457,1.748,0.693,0.162,0.108,0.108,0.108,16.681,11.686,10.496,9.381,8.262,6.997,5.175,1.513,0,0.419,0,0,0,0.096,0.343,4.008,7.123,11.886,14.631,8.75,6.663,5.041,3.765,2.737,1.751,0.836,0,0.162,0,0,0,0.039,0.125,1.858,2.803,4,13.295,7.767,5.804,4.159,3.043,2.156,1.316,0.702,0,0.117,0,0,0,0.026,0.102,1.433,2.107,2.909,24,27,39,56,79,104,123,147,172,188,189
56,52,3.25,16,2,1.241,1.956,0.722,1,1.371,1,20,16,1.561,1.811,1.811,1.811,1.811,1.811,1.811,0.52,0.604,0.604,0.604,0.604,0.604,0.604,1.439,1.189,1.189,1.189,1.189,1.189,1.189,4.5,2,3,0,0,0,0,2,0.5,0,0,0,0,0,0,0,0,0,4.5,2,3,0,0,0,0,2,0.5,0,0,0,0,0,0,0,0,0,4.902,2.201,3.629,0,0,0,0,2.657,0.729,0,0,0,0,0,0,0,0,0,5,4,6,0,0,0,0,0,0,0,0
57,106.341,3.798,28,2.322,1.647,2.244,0.918,1,1.792,1,24,22,1.906,2.156,2.156,2.156,2.156,2.156,2.156,0.635,0.719,0.719,0.719,0.719,0.719,0.719,1.094,0.844,0.844,0.844,0.844,0.844,0.844,5.207,2.561,2.914,1.061,0,0,0,1.561,0.354,0,0,0,0,0,0,1.061,0.354,0,5.207,2.561,2.914,1.061,0,0,0,1.561,0.354,0,0,0,0,0,0,1.061,0.354,0,3.475,1.722,1.016,0.455,0,0,0,0.179,0.019,0,0,0,0,0,0,0.172,0.022,0,6,5,7,3,0,0,0,0,0,0,0
58,119.735,3.742,32,2.446,1.987,2.188,1.459,3,2.252,1,20,18,0.881,1.319,2.395,3.009,3.009,3.009,3.009,0.204,0.305,0.554,0.696,0.696,0.696,0.696,3.441,3.003,1.926,1.313,1.313,1.313,1.313,4.992,2.77,2.183,0.866,0.577,0,0,0.408,0,0,0,0,0,0,0,0.289,0.289,0,4.992,2.77,2.183,0.866,0.577,0,0,0.408,0,0,0,0,0,0,0,0.289,0.289,0,4.992,2.77,2.183,0.866,0.577,0,0,0.408,0,0,0,0,0,0,0,0.289,0.289,0,6,5,5,3,2,0,0,0,0,0,0
59,57.549,3.197,18,2.156,1.732,1.906,0.971,2,1.922,1,16,14,1.159,1.872,2.606,2.606,2.606,2.606,2.606,0.297,0.479,0.667,0.667,0.667,0.667,0.667,2.748,2.035,1.301,1.301,1.301,1.301,1.301,4.284,2.27,1.802,0.816,0,0,0,0.408,0,0,0,0,0,0,0,0.408,0,0,4.284,2.27,1.802,0.816,0,0,0,0.408,0,0,0,0,0,0,0,0.408,0,0,3.732,1.879,1.576,0.365,0,0,0,0.408,0,0,0,0,0,0,0,0.183,0,0,5,4,4,2,0,0,0,0,0,0,0
60,106.341,3.798,28,2.322,1.647,2.244,0.918,3,1.792,1,24,22,0.881,1.257,1.833,2.32,2.32,2.32,2.32,0.204,0.291,0.424,0.537,0.537,0.537,0.537,3.441,3.065,2.489,2.002,2.002,2.002,2.002,5.207,2.561,2.914,1.061,0,0,0,1.561,0.354,0,0,0,0,0,0,1.061,0.354,0,5.207,2.561,2.914,1.061,0,0,0,1.561,0.354,0,0,0,0,0,0,1.061,0.354,0,5.207,2.561,2.914,1.061,0,0,0,1.561,0.354,0,0,0,0,0,0,1.061,0.354,0,6,5,7,3,0,0,0,0,0,0,0
61,210.809,4.216,50,2.689,2.205,2.443,1.557,4,2.807,2,24,23,0.887,1.327,2.522,3.382,3.642,3.642,3.642,0.196,0.293,0.557,0.748,0.805,0.805,0.805,3.637,3.196,2.002,1.142,0.881,0.881,0.881,5.699,3.308,2.302,1.478,0.697,0.204,0,0.289,0,0,0,0,0,0,0,0.493,0.408,0.204,5.699,3.308,2.302,1.478,0.697,0.204,0,0.289,0,0,0,0,0,0,0,0.493,0.408,0.204,5.699,3.308,2.302,1.478,0.697,0.204,0,0.289,0,0,0,0,0,0,0,0.493,0.408,0.204,7,6,6,5,3,1,0,0,0,0,0
62,116.561,3.76,31,2.446,1.953,2.209,1.459,3,1.918,1,20,19,0.881,1.319,2.295,2.709,2.709,2.709,2.709,0.204,0.305,0.531,0.627,0.627,0.627,0.627,3.441,3.003,2.026,1.613,1.613,1.613,1.613,4.992,2.808,1.922,1.394,0.289,0,0,0.289,0,0,0,0,0,0,0,0.577,0.289,0,4.992,2.808,1.922,1.394,0.289,0,0,0.289,0,0,0,0,0,0,0,0.577,0.289,0,4.992,2.808,1.922,1.394,0.289,0,0,0.289,0,0,0,0,0,0,0,0.577,0.289,0,6,5,5,4,1,0,0,0,0,0,0
63,9029.054,7.934,1138,4.504,2.812,4.374,2.218,4,4.585,3,134,164,1.752,3.462,4.496,5.027,5.081,5.081,5.081,0.336,0.664,0.863,0.965,0.975,0.975,0.975,3.457,1.748,0.714,0.183,0.129,0.129,0.129,16.845,11.559,10.844,9.471,8.336,7.127,5.2,1.787,0,0.528,0,0,0,0.096,0.359,4.466,7.764,13.222,14.851,8.714,7.08,5.273,3.995,2.967,1.89,1.057,0,0.227,0,0,0,0.042,0.138,2.224,3.312,4.898,13.458,7.733,5.894,4.191,3.049,2.16,1.292,0.771,0,0.133,0,0,0,0.026,0.107,1.534,2.224,3.094,24,27,40,57,81,108,128,152,175,188,183
64,924.463,5.569,166,3.356,2.548,3.138,1.981,3,3.096,2,50,53,1.595,2.939,3.484,3.684,3.684,3.684,3.684,0.369,0.68,0.806,0.852,0.852,0.852,0.852,2.726,1.383,0.838,0.638,0.638,0.638,0.638,8.268,5.182,4.755,2.94,2.231,1.746,0.789,0.901,0,0,0,0,0,0,0.083,1.05,1.384,1.744,7.224,3.882,3.119,1.627,1.054,0.709,0.288,0.535,0,0,0,0,0,0,0.028,0.512,0.572,0.621,6.165,3.249,2.228,1.188,0.748,0.454,0.154,0.26,0,0,0,0,0,0,0.028,0.275,0.309,0.305,11,11,14,14,16,18,12,10,4,0,0
65,3300.478,6.905,478,3.968,2.673,3.846,2.145,4,3.735,2,88,106,1.489,2.445,3.51,3.976,4.057,4.057,4.057,0.293,0.481,0.69,0.782,0.798,0.798,0.798,3.598,2.643,1.578,1.111,1.03,1.03,1.03,12.577,8.037,7.374,6.222,5.507,3.615,2.035,1.3,0,0.534,0,0,0,0.064,0.369,3.389,6.318,9.542,11.326,6.484,5.454,4.065,3.194,1.869,0.977,0.953,0,0.326,0,0,0,0.042,0.19,2.196,3.603,4.95,10.637,5.551,4.305,2.971,2.069,1.151,0.56,0.661,0,0.193,0,0,0,0.025,0.116,1.403,2.009,2.502,17,18,26,36,48,51,47,44,36,28,20
66,2811.323,6.726,418,3.843,2.577,3.758,2.108,3,3.5,2,78,91,1.562,2.609,3.498,4.021,4.021,4.021,4.021,0.307,0.513,0.688,0.79,0.79,0.79,0.79,3.526,2.478,1.589,1.067,1.067,1.067,1.067,12.345,7.42,6.898,5.32,4.182,2.531,1.984,1.63,0.083,0.537,0.118,0,0,0,0.048,3.662,5.83,8.143,11.234,6.452,5.679,4.032,2.82,1.767,1.262,1.262,0.063,0.302,0.063,0,0,0,0.031,2.5,3.492,4.573,9.923,5.59,4.606,3.075,1.84,1.208,0.738,0.988,0.063,0.123,0.026,0,0,0,0.016,1.712,2.011,2.406,16,16,23,29,33,35,33,16,14,6,4
67,6352.711,7.138,890,4.149,3.329,3.924,2.76,3,3.932,2,86,91,1.5,3.167,4.443,4.54,4.54,4.54,4.54,0.28,0.591,0.829,0.847,0.847,0.847,0.847,3.858,2.191,0.915,0.817,0.817,0.817,0.817,14.251,8.969,8.17,5.076,3.705,3.079,1.649,1.513,0,0,0,0,0,0,0.083,1.772,2.107,2.853,13.207,7.692,6.565,3.692,2.347,1.835,0.866,1.183,0,0,0,0,0,0,0.028,1.236,1.203,1.555,11.426,6.386,4.815,2.506,1.528,1.047,0.451,0.687,0,0,0,0,0,0,0.028,0.685,0.635,0.719,19,19,24,24,27,32,27,28,28,22,20
68,102.117,3.782,27,2.585,1.918,2.197,0,0,0,0,24,24,1,1,1,1,1,1,1,0.279,0.279,0.279,0.279,0.279,0.279,0.279,2.585,2.585,2.585,2.585,2.585,2.585,2.585,4.243,3,2.121,1.5,1.061,0.75,0,0,0,0,0,0,0,0,0.125,0,0,0,3.464,2,1.155,0.667,0.385,0.222,0,0,0,0,0,0,0,0,0.037,0,0,0,3.464,2,1.155,0.667,0.385,0.222,0,0,0,0,0,0,0,0,0.037,0,0,0,6,6,6,6,6,6,0,0,0,0,0
69,11760.45,8.15,1443,4.59,2.941,4.478,2.436,3,4.518,2,148,181,1.683,3.351,4.479,4.67,4.67,4.67,4.67,0.305,0.607,0.811,0.845,0.845,0.845,0.845,3.84,2.173,1.044,0.854,0.854,0.854,0.854,18.637,12.277,12.492,9.787,9.327,7.005,5.666,3.127,0.354,0.61,0,0,0,0.214,0.371,5.133,9.931,15.877,16.784,10.046,9.582,6.34,5.396,3.538,2.592,2.519,0.354,0.291,0,0,0,0.16,0.208,3.004,5.125,7.085,16.499,9.413,8.411,5.253,4.128,2.666,1.851,1.961,0.204,0.223,0,0,0,0.118,0.157,2.337,3.615,4.85,26,29,45,62,92,117,152,187,224,250,262
70,16377.549,8.048,2035,4.619,3.649,4.376,3.104,4,4.239,3,134,154,1.568,2.822,3.936,4.563,4.758,4.758,4.758,0.279,0.503,0.701,0.813,0.847,0.847,0.847,4.047,2.793,1.679,1.051,0.857,0.857,0.857,18.571,12.46,11.482,9.386,6.81,5.595,3.88,2.131,0.144,0.394,0.072,0,0,0,0.239,4.45,5.778,7.923,16.853,10.282,8.732,6.508,4.386,3.432,2.26,1.558,0.125,0.201,0.042,0,0,0,0.128,2.895,3.52,4.548,16.213,9.751,7.829,5.638,3.703,2.78,1.785,1.182,0.056,0.118,0.019,0,0,0,0.111,2.135,2.474,3.038,26,28,39,48,55,70,70,64,60,68,74
71,57.549,3.197,18,2.156,1.732,1.906,0.971,3,2.322,1,16,14,1.239,1.7,2.354,2.815,2.815,2.815,2.815,0.335,0.46,0.636,0.761,0.761,0.761,0.761,2.462,2,1.347,0.885,0.885,0.885,0.885,4.284,2.27,1.802,0.816,0,0,0,0.408,0,0,0,0,0,0,0,0.408,0,0,3.914,1.914,1.311,0.604,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0,0,3.615,1.765,1.056,0.498,0,0,0,0.144,0,0,0,0,0,0,0,0.144,0,0,5,4,4,2,0,0,0,0,0,0,0
72,6087.843,7.544,807,4.305,2.717,4.177,2.136,4,4.202,3,112,134,1.673,2.65,3.727,4.433,4.653,4.653,4.653,0.329,0.521,0.733,0.871,0.915,0.915,0.915,3.415,2.437,1.361,0.655,0.434,0.434,0.434,14.983,10.075,9.271,7.879,6.679,5.505,4.011,1.502,0,0.45,0,0,0,0,0.17,3.676,6.171,10.293,12.895,7.584,6.191,4.627,3.386,2.471,1.659,0.935,0,0.223,0,0,0,0,0.056,2.005,2.86,4.177,12.171,6.896,5.264,3.715,2.582,1.825,1.146,0.689,0,0.132,0,0,0,0,0.056,1.386,1.883,2.612,21,23,33,45,61,80,91,95,93,89,87
73,102.117,3.782,27,2.585,1.918,2.197,0,0,0,0,24,24,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.22,0.22,0.22,0.22,0.22,0.22,0.22,3.252,3.252,3.252,3.252,3.252,3.252,3.252,4.243,3,2.121,1.5,1.061,0.75,0,0,0,0,0,0,0,0,0.125,0,0,0,4.243,3,2.121,1.5,1.061,0.75,0,0,0,0,0,0,0,0,0.125,0,0,0,4.243,3,2.121,1.5,1.061,0.75,0,0,0,0,0,0,0,0,0.125,0,0,0,6,6,6,6,6,6,0,0,0,0,0
74,4.755,1.585,3,1.585,0.918,1,0,0,0,0,12,12,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.29,0.29,0.29,0.29,0.29,0.29,0.29,2.252,2.252,2.252,2.252,2.252,2.252,2.252,2.121,1.5,1.061,0,0,0,0,0,0,0,0,0.354,0,0,0,0,0,0,2.121,1.5,1.061,0,0,0,0,0,0,0,0,0.354,0,0,0,0,0,0,2.121,1.5,1.061,0,0,0,0,0,0,0,0,0.354,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0
75,4619.286,7.24,638,4.207,2.702,4.022,2.102,4,3.511,3,98,116,1.236,2.418,3.554,4.208,4.311,4.311,4.311,0.234,0.458,0.672,0.796,0.816,0.816,0.816,4.049,2.867,1.731,1.077,0.974,0.974,0.974,13.079,9.398,7.8,6.835,5.93,5.158,3.685,0.742,0,0.247,0,0,0,0,0.167,2.272,4.147,7.001,11.732,7.555,5.592,4.371,3.36,2.586,1.735,0.473,0,0.127,0,0,0,0,0.056,1.301,2.126,3.202,11.179,7.033,5.051,3.814,2.861,2.152,1.371,0.412,0,0.098,0,0,0,0,0.056,1.094,1.747,2.568,19,21,28,39,53,70,77,84,88,90,88
76,5365.728,7.391,726,4.248,2.738,4.095,2.148,4,4.122,2,106,126,1.587,2.799,3.908,4.514,4.597,4.597,4.597,0.315,0.555,0.775,0.895,0.911,0.911,0.911,3.458,2.246,1.137,0.531,0.447,0.447,0.447,14.113,9.665,8.722,7.551,6.095,5.192,3.783,1.292,0,0.394,0,0,0,0,0.17,3.312,5.163,8.461,12.188,7.207,5.659,4.231,2.912,2.131,1.411,0.766,0,0.183,0,0,0,0,0.056,1.697,2.23,3.14,11.762,6.708,5.082,3.604,2.478,1.759,1.106,0.641,0,0.118,0,0,0,0,0.056,1.296,1.713,2.334,20,22,31,42,55,73,82,86,85,82,81
77,6,1.5,4,1.5,1.363,0.939,0.918,0,0.918,0,6,4,1.522,1.522,1.522,1.522,1.522,1.522,1.522,0.655,0.655,0.655,0.655,0.655,0.655,0.655,0.8,0.8,0.8,0.8,0.8,0.8,0.8,2.707,1.414,0.707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.707,1.414,0.707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.975,1.604,0.909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0
78,62.929,3.146,20,2.25,2.002,1.856,1.522,2,1.522,1,14,12,1.159,1.426,2.073,2.073,2.073,2.073,2.073,0.297,0.365,0.531,0.531,0.531,0.531,0.531,2.748,2.481,1.834,1.834,1.834,1.834,1.834,4.121,2.414,1.354,0.707,0.354,0,0,0,0,0,0,0,0,0,0,0,0,0,4.121,2.414,1.354,0.707,0.354,0,0,0,0,0,0,0,0,0,0,0,0,0,3.822,1.992,0.781,0.408,0.204,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,2,1,0,0,0,0,0,0
79,62.929,3.146,20,2.25,2.002,1.856,1.522,2,1.522,1,14,12,1.322,1.686,2.187,2.187,2.187,2.187,2.187,0.382,0.487,0.632,0.632,0.632,0.632,0.632,2.137,1.774,1.273,1.273,1.273,1.273,1.273,4.121,2.414,1.354,0.707,0.354,0,0,0,0,0,0,0,0,0,0,0,0,0,3.276,1.633,0.813,0.333,0.118,0,0,0,0,0,0,0,0,0,0,0,0,0,2.977,1.288,0.469,0.192,0.068,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,2,1,0,0,0,0,0,0
80,640.085,5.334,120,3.086,2.208,3.041,1.522,2,2.922,2,44,46,2.055,2.451,3.252,3.252,3.252,3.252,3.252,0.573,0.684,0.907,0.907,0.907,0.907,0.907,1.53,1.134,0.333,0.333,0.333,0.333,0.333,8.362,4.36,4.741,2.497,1.288,0.471,0,1.747,0.204,0.697,0.204,0,0,0,0,2.819,2.521,2.561,8.362,4.36,4.741,2.497,1.288,0.471,0,1.747,0.204,0.697,0.204,0,0,0,0,2.819,2.521,2.561,5.087,2.416,1.624,0.754,0.222,0.078,0,0.317,0.017,0.056,0.007,0,0,0,0,0.426,0.216,0.149,10,9,13,11,8,4,0,0,0,0,0
81,6,1.5,4,1.5,1.363,0.939,0.918,2,1.585,1,6,4,1.224,1.88,2.419,2.419,2.419,2.419,2.419,0.386,0.593,0.763,0.763,0.763,0.763,0.763,1.946,1.29,0.751,0.751,0.751,0.751,0.751,2.707,1.414,0.707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.707,1.414,0.707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.154,1.023,0.316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0
82,297.106,4.642,64,2.953,2.172,2.664,1.561,4,2.5,2,34,36,0.991,1.679,2.774,3.197,3.35,3.35,3.35,0.238,0.403,0.665,0.767,0.803,0.803,0.803,3.179,2.49,1.396,0.973,0.82,0.82,0.82,5.82,3.932,2.912,2.302,1.595,1.105,0.348,0.204,0,0,0,0,0,0,0.102,0.493,0.595,0.595,5.094,2.971,1.839,1.251,0.714,0.407,0.124,0.118,0,0,0,0,0,0,0.032,0.254,0.254,0.209,5.094,2.971,1.839,1.251,0.714,0.407,0.124,0.118,0,0,0,0,0,0,0.032,0.254,0.254,0.209,8,8,9,10,10,10,4,2,0,0,0
