NO.,IDW,MIDW,W,ID,HV,HD,IC,O,Iorb,Oorb,M1,M2,IC0,IC1,IC2,IC3,IC4,IC5,IC6,SIC0,SIC1,SIC2,SIC3,SIC4,SIC5,SIC6,CIC0,CIC1,CIC2,CIC3,CIC4,CIC5,CIC6,S0,S1,S2,S3,S4,S5,S6,SC3,SC4,SC5,SC6,SCH3,SCH4,SCH5,SCH6,SPC4,SPC5,SPC6,B0,B1,B2,B3,B4,B5,B6,BC3,BC4,BC5,BC6,BCH3,BCH4,BCY5,BCH6,BPC4,BPC5,BPC6,V0,V1,V2,V3,V4,V5,V6,VC3,VC4,VC5,VC6,VCH3,VCH4,VCH5,VCH6,VPC4,VPC5,VPC6,P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
323,23889.088,8.618,2772,4.877,3.52,4.697,3.023,5,4.696,3,164,193,1.461,2.855,4.143,4.727,5.078,5.232,5.232,0.251,0.489,0.71,0.81,0.871,0.897,0.897,4.372,2.978,1.69,1.106,0.755,0.601,0.601,21.957,14.919,13.701,11.581,9.092,7.831,5.73,2.202,0,0.472,0,0,0,0,0.235,5.053,7.336,11.592,19.411,11.551,9.367,6.959,4.809,3.647,2.464,1.353,0,0.242,0,0,0,0,0.08,2.754,3.534,4.948,18.023,10.413,8.058,5.726,3.808,2.801,1.703,1.065,0,0.172,0,0,0,0,0.08,2.076,2.57,3.515,31,34,48,63,80,107,121,132,144,166,189
324,11684.153,8.137,1436,4.581,3.069,4.468,2.705,4,4.7,3,150,191,1.339,2.743,4.332,5.194,5.371,5.371,5.371,0.233,0.477,0.753,0.903,0.933,0.933,0.933,4.416,3.011,1.422,0.56,0.384,0.384,0.384,18.69,12.369,11.793,10.953,9.789,8.224,5.935,2.59,0.201,0.956,0.166,0,0,0.083,0.36,6.926,13.132,22.815,17.32,11.071,10.22,9.259,8.219,6.585,4.741,2.156,0.17,0.782,0.128,0,0,0.083,0.314,5.66,10.605,17.736,15.317,9.89,9.144,8.267,7.175,5.592,4.034,1.903,0.17,0.723,0.128,0,0,0.083,0.314,5.017,8.958,14.319,26,29,46,70,102,136,165,206,248,281,286
325,5029.081,7.396,680,4.245,2.7,4.095,2.148,4,4.322,2,116,145,1.399,2.782,4.206,4.736,4.919,4.919,4.919,0.269,0.534,0.807,0.909,0.944,0.944,0.944,3.81,2.428,1.003,0.473,0.291,0.291,0.291,13.853,9.665,9.138,8.48,7.368,6.738,5.037,1.492,0,0.544,0,0,0,0,0.225,4.189,7.169,12.911,12.663,7.878,6.747,5.654,4.313,3.548,2.401,1.034,0,0.31,0,0,0,0,0.112,2.608,3.881,6.243,11.427,7.028,5.796,4.721,3.674,2.959,1.93,0.805,0,0.21,0,0,0,0,0.103,1.967,3.019,4.766,20,23,35,52,75,108,126,152,177,203,186
326,36187.941,8.848,4090,5.043,3.82,4.795,3.341,4,4.735,3,180,210,1.466,2.919,4.46,5.126,5.303,5.303,5.303,0.243,0.485,0.741,0.851,0.881,0.881,0.881,4.557,3.104,1.562,0.896,0.719,0.719,0.719,23.33,16.674,14.724,12.599,10.178,8.825,5.969,1.915,0,0.192,0,0,0,0.079,0.556,4.324,6.445,9.731,20.967,13.38,10.573,8.114,5.857,4.657,2.93,1.252,0,0.078,0,0,0,0.032,0.246,2.496,3.257,4.429,19.544,11.927,8.905,6.601,4.578,3.405,1.965,0.91,0,0.052,0,0,0,0.023,0.202,1.82,2.302,2.926,34,38,52,68,88,116,121,141,169,186,208
327,9771.995,7.749,1261,4.458,3.237,4.253,2.703,4,4.35,3,118,136,1.531,2.484,3.74,4.597,4.874,4.874,4.874,0.276,0.447,0.673,0.828,0.877,0.877,0.877,4.023,3.07,1.815,0.958,0.681,0.681,0.681,16.234,11.131,9.941,8.221,6.526,4.746,3.125,1.418,0,0.331,0,0,0,0.144,0.253,3.282,4.697,6.521,15.242,9.87,8.291,6.547,5.008,3.425,2.164,1.04,0,0.201,0,0,0,0.144,0.209,2.293,3.181,4.145,14.951,9.346,7.484,5.694,4.028,2.693,1.601,0.888,0,0.179,0,0,0,0.112,0.168,1.953,2.433,3.032,23,25,34,43,53,60,60,63,66,66,64
328,15145.961,8.236,1839,4.694,3.242,4.51,2.672,5,4.607,3,144,170,1.513,2.605,4.003,4.804,5.084,5.123,5.123,0.267,0.459,0.706,0.847,0.896,0.903,0.903,4.16,3.068,1.67,0.868,0.588,0.549,0.549,18.803,13.114,11.846,10.162,8.357,6.534,4.675,1.69,0,0.442,0,0,0,0.144,0.309,4.178,6.363,9.711,17.137,10.932,9.09,7.254,5.544,3.859,2.654,1.176,0,0.252,0,0,0,0.144,0.196,2.701,3.819,5.257,16.846,10.408,8.299,6.441,4.603,3.128,2.013,1.036,0,0.226,0,0,0,0.112,0.163,2.379,3.084,4.054,27,30,42,56,73,91,100,113,127,138,135
329,13103.704,7.975,1643,4.56,3.338,4.36,2.744,4,4.134,3,130,149,1.573,2.517,3.698,4.448,4.749,4.749,4.749,0.279,0.446,0.655,0.788,0.841,0.841,0.841,4.071,3.127,1.946,1.195,0.895,0.895,0.895,17.864,11.932,11.391,8.586,6.917,4.912,3.443,2.457,0.289,0.597,0.144,0,0,0.144,0.269,4.063,5.686,7.247,16.82,10.704,9.819,6.795,5.217,3.487,2.317,2.084,0.25,0.368,0.083,0,0,0.144,0.213,2.903,3.821,4.539,14.394,9.113,7.116,5.252,3.87,2.55,1.543,0.778,0.013,0.108,0.004,0,0,0.112,0.171,1.54,2.096,2.535,25,27,38,46,56,63,67,71,73,73,75
330,13548.001,8.122,1668,4.637,3.221,4.45,2.662,4,4.547,3,140,166,1.657,2.874,4.194,4.845,5.002,5.002,5.002,0.297,0.515,0.751,0.868,0.896,0.896,0.896,3.928,2.711,1.391,0.74,0.583,0.583,0.583,18.096,12.614,11.493,9.912,8.186,6,4.477,1.69,0,0.442,0,0,0,0.262,0.377,4.178,6.363,9.283,16.56,10.598,8.898,7.143,5.481,3.683,2.593,1.176,0,0.252,0,0,0,0.192,0.23,2.701,3.819,5.114,16.916,10.772,8.9,7.12,5.276,3.478,2.446,1.15,0,0.264,0,0,0,0.214,0.266,2.712,3.675,4.748,26,29,41,55,72,85,97,109,122,121,126
331,13548.001,8.122,1668,4.637,3.221,4.45,2.662,4,4.547,3,140,166,1.662,2.938,4.161,4.799,4.959,4.959,4.959,0.299,0.529,0.749,0.864,0.893,0.893,0.893,3.893,2.617,1.394,0.756,0.596,0.596,0.596,18.096,12.614,11.493,9.912,8.186,6,4.477,1.69,0,0.442,0,0,0,0.262,0.377,4.178,6.363,9.283,16.56,10.598,8.898,7.143,5.481,3.683,2.593,1.176,0,0.252,0,0,0,0.192,0.23,2.701,3.819,5.114,16.008,9.794,7.806,6.016,4.242,2.735,1.767,0.994,0,0.207,0,0,0,0.141,0.172,2.235,2.823,3.52,26,29,41,55,72,85,97,109,122,121,126
332,13548.001,8.122,1668,4.637,3.221,4.45,2.662,4,4.547,3,140,166,1.657,2.874,4.194,4.845,5.002,5.002,5.002,0.297,0.515,0.751,0.868,0.896,0.896,0.896,3.928,2.711,1.391,0.74,0.583,0.583,0.583,18.096,12.614,11.493,9.912,8.186,6,4.477,1.69,0,0.442,0,0,0,0.262,0.377,4.178,6.363,9.283,16.56,10.598,8.898,7.143,5.481,3.683,2.593,1.176,0,0.252,0,0,0,0.192,0.23,2.701,3.819,5.114,16.916,10.772,8.858,7.171,5.38,3.563,2.432,1.129,0,0.294,0,0,0,0.214,0.266,2.786,3.866,5.121,26,29,41,55,72,85,97,109,122,121,126
333,12333.355,8.003,1541,4.546,3.217,4.388,2.668,4,4.404,3,132,152,1.482,2.578,4.025,4.69,4.832,4.832,4.832,0.259,0.45,0.703,0.819,0.844,0.844,0.844,4.246,3.15,1.703,1.038,0.896,0.896,0.896,18.027,11.838,11.564,8.828,7.012,5.123,3.966,2.625,0.25,0.331,0,0,0,0.144,0.229,4.344,6.242,8.564,17.035,10.577,9.913,7.154,5.502,3.798,2.892,2.247,0.25,0.201,0,0,0,0.144,0.185,3.355,4.734,6.162,16.744,10.053,9.107,6.325,4.457,2.988,2.115,2.095,0.25,0.179,0,0,0,0.112,0.149,3.022,3.836,4.688,25,27,39,47,59,70,78,73,82,82,80
334,49834.055,9.077,5490,5.137,3.889,4.893,3.323,4,4.399,3,190,220,1.334,2.612,4.039,4.689,5,5,5,0.215,0.421,0.651,0.755,0.805,0.805,0.805,4.875,3.597,2.17,1.521,1.21,1.21,1.21,26.253,17.841,16.078,13.471,9.903,7.931,5.154,2.624,0.167,1.187,0.25,0,0,0,0.371,6.667,8.085,11.27,23.386,14.388,11.975,9.112,6.042,4.514,2.838,1.921,0.125,0.63,0.13,0,0,0,0.175,4.213,4.445,5.522,21.807,13.192,10.413,7.409,4.87,3.446,1.99,1.562,0.125,0.321,0.064,0,0,0,0.156,2.885,3.156,3.662,37,40,55,70,81,100,102,118,118,116,116
335,16947.756,8.195,2068,4.698,3.438,4.481,2.922,4,4.31,3,134,152,1.564,2.697,3.883,4.571,4.893,4.893,4.893,0.274,0.473,0.681,0.802,0.858,0.858,0.858,4.136,3.003,1.817,1.13,0.808,0.808,0.808,19.062,13.131,11.455,8.879,7.192,6.079,3.832,1.512,0,0.167,0,0,0,0,0.269,2.886,4.481,7.048,17.292,10.891,8.783,6.424,4.841,3.808,2.343,1.063,0,0.097,0,0,0,0,0.143,1.944,2.768,3.938,16.015,9.574,7.125,5.102,3.619,2.713,1.568,0.798,0,0.075,0,0,0,0,0.11,1.537,2.126,2.942,27,29,38,47,60,77,78,94,100,94,94
336,9753.563,7.904,1234,4.504,3.033,4.349,2.542,3,4.335,2,134,164,1.724,3.44,4.44,4.678,4.678,4.678,4.678,0.32,0.638,0.823,0.868,0.868,0.868,0.868,3.668,1.952,0.952,0.714,0.714,0.714,0.714,16.845,11.559,10.842,8.965,7.687,6.438,4.762,1.775,0,0.637,0,0.289,0.167,0.214,0.463,4.436,7.222,11.995,15.328,9.777,8.333,6.14,4.797,3.66,2.303,1.128,0,0.292,0,0.289,0.167,0.18,0.33,2.424,3.557,5.299,13.088,8.134,6.373,4.44,3.239,2.331,1.377,0.74,0,0.166,0,0.289,0.129,0.139,0.237,1.58,2.183,3.051,24,27,40,54,74,101,120,141,149,155,139
337,10459.693,8.015,1305,4.521,3.056,4.403,2.699,4,4.644,3,146,185,1.282,2.613,4.153,5.036,5.318,5.318,5.318,0.222,0.452,0.718,0.871,0.92,0.92,0.92,4.499,3.168,1.629,0.746,0.464,0.464,0.464,17.983,11.809,11.712,10.572,9.446,7.615,5.679,2.758,0.236,1.045,0.194,0,0,0.083,0.385,6.937,12.965,21.88,17.035,10.874,10.409,9.269,8.277,6.411,4.736,2.399,0.22,0.902,0.165,0,0,0.083,0.349,6.008,11.221,18.403,15.332,9.865,9.42,8.438,7.326,5.608,4.13,2.146,0.22,0.842,0.165,0,0,0.083,0.349,5.465,9.7,15.313,25,28,45,67,97,128,157,193,234,265,264
338,11589.442,8.133,1425,4.56,3.067,4.463,2.705,4,4.7,3,154,198,1.324,2.766,4.266,5.173,5.352,5.352,5.352,0.228,0.476,0.735,0.891,0.922,0.922,0.922,4.483,3.041,1.541,0.634,0.456,0.456,0.456,18.905,12.171,12.32,11.54,9.716,7.819,5.811,3.17,0.322,1.781,0.558,0,0,0.072,0.425,8.851,15.531,26.334,17.958,11.242,11.007,10.139,8.566,6.648,4.899,2.779,0.293,1.518,0.47,0,0,0.072,0.39,7.658,13.413,22.226,15.702,9.957,9.557,8.653,7.281,5.591,4.115,2.27,0.244,1.067,0.287,0,0,0.072,0.35,6.02,10.303,16.349,26,29,48,73,102,135,166,208,252,285,291
339,1467.134,6.113,240,3.584,2.48,3.445,1.95,3,3.7,1,60,69,1.57,3.083,4.21,4.287,4.287,4.287,4.287,0.334,0.656,0.896,0.912,0.912,0.912,0.912,3.13,1.617,0.491,0.414,0.414,0.414,0.414,9.845,6.202,5.035,4.302,3.24,2.218,1.231,0.731,0,0.283,0,0,0,0,0.056,2.107,3.168,4.56,9.06,5.274,3.783,2.921,2.067,1.226,0.635,0.447,0,0.144,0,0,0,0,0.024,1.213,1.768,2.275,7.526,4.225,2.746,1.935,1.293,0.719,0.3,0.285,0,0.063,0,0,0,0,0.019,0.692,0.955,1.105,13,13,17,22,25,26,20,13,6,2,1
340,2521.92,6.5,388,3.806,2.803,3.63,2.257,3,3.907,2,68,77,1.491,2.895,4.179,4.539,4.539,4.539,4.539,0.298,0.579,0.836,0.908,0.908,0.908,0.908,3.509,2.105,0.821,0.461,0.461,0.461,0.461,11.259,7.202,5.742,4.821,3.525,2.443,1.492,0.731,0,0.283,0,0,0,0,0.056,2.107,3.133,4.53,10.475,6.274,4.49,3.44,2.37,1.446,0.85,0.447,0,0.144,0,0,0,0,0.024,1.213,1.744,2.258,8.94,5.225,3.453,2.401,1.579,0.944,0.503,0.285,0,0.063,0,0,0,0,0.019,0.692,0.971,1.178,15,15,19,24,27,29,25,20,14,9,5
341,583.554,5.354,109,3.171,2.151,3.053,1.371,2,3.322,1,48,55,1.607,2.985,3.747,3.747,3.747,3.747,3.747,0.378,0.703,0.882,0.882,0.882,0.882,0.882,2.641,1.263,0.501,0.501,0.501,0.501,0.501,7.724,4.626,4.25,3.702,2.088,1.346,0.637,0.856,0,0.383,0,0,0,0,0.056,2.341,2.756,3.511,6.939,3.675,2.981,2.342,1.125,0.603,0.26,0.538,0,0.207,0,0,0,0,0.024,1.36,1.411,1.538,5.957,2.979,2.225,1.555,0.716,0.375,0.138,0.356,0,0.103,0,0,0,0,0.019,0.776,0.698,0.698,10,10,14,17,16,16,10,3,0,0,0
342,821.297,5.625,146,3.322,2.287,3.192,1.79,3,3.459,1,52,60,1.548,2.859,3.664,3.936,3.936,3.936,3.936,0.347,0.641,0.822,0.883,0.883,0.883,0.883,2.912,1.601,0.796,0.523,0.523,0.523,0.523,8.431,5.164,4.441,3.988,2.526,1.546,0.896,0.787,0,0.343,0,0,0,0,0.056,2.294,2.983,3.824,7.646,4.213,3.207,2.599,1.475,0.763,0.38,0.489,0,0.182,0,0,0,0,0.024,1.334,1.581,1.794,6.664,3.555,2.4,1.753,1.005,0.467,0.209,0.318,0,0.084,0,0,0,0,0.019,0.756,0.866,0.867,11,11,15,19,19,19,14,6,1,0,0
343,1544.648,6.081,254,3.584,2.647,3.415,2.2,3,3.7,1,60,68,1.457,2.761,3.896,4.253,4.253,4.253,4.253,0.303,0.574,0.81,0.885,0.885,0.885,0.885,3.351,2.047,0.911,0.554,0.554,0.554,0.554,9.845,6.164,5.175,4.392,2.824,1.998,1.257,0.787,0,0.343,0,0,0,0,0.056,2.245,2.915,3.933,9.06,5.213,3.941,3.028,1.77,1.139,0.668,0.489,0,0.182,0,0,0,0,0.024,1.3,1.538,1.883,8.079,4.555,3.161,2.165,1.233,0.771,0.419,0.318,0,0.084,0,0,0,0,0.019,0.73,0.833,0.963,13,13,17,21,22,24,20,13,8,4,1
344,2678.302,6.469,414,3.806,2.945,3.599,2.473,4,3.907,2,68,76,1.39,2.586,3.808,4.396,4.514,4.514,4.514,0.273,0.508,0.748,0.864,0.887,0.887,0.887,3.698,2.502,1.28,0.691,0.574,0.574,0.574,11.259,7.164,5.882,4.892,3.191,2.2,1.405,0.787,0,0.343,0,0,0,0,0.056,2.245,2.915,3.909,10.475,6.213,4.648,3.528,2.137,1.353,0.816,0.489,0,0.182,0,0,0,0,0.024,1.3,1.538,1.866,9.493,5.555,3.868,2.665,1.614,0.977,0.533,0.318,0,0.084,0,0,0,0,0.019,0.73,0.833,0.95,15,15,19,23,24,26,23,18,14,11,8
345,2054.133,6.282,327,3.7,2.806,3.51,2.271,3,3.807,2,64,72,1.421,2.672,3.889,4.389,4.389,4.389,4.389,0.287,0.539,0.785,0.886,0.886,0.886,0.886,3.534,2.282,1.065,0.565,0.565,0.565,0.565,10.552,6.664,5.529,4.642,3.014,2.066,1.358,0.787,0,0.343,0,0,0,0,0.056,2.245,2.915,3.909,9.768,5.713,4.295,3.278,1.96,1.219,0.759,0.489,0,0.182,0,0,0,0,0.024,1.3,1.538,1.866,8.786,5.055,3.515,2.415,1.437,0.833,0.489,0.318,0,0.084,0,0,0,0,0.019,0.73,0.833,0.95,14,14,18,22,23,25,22,16,11,8,4
346,1544.648,6.081,254,3.584,2.647,3.415,2.2,3,3.7,1,60,68,1.57,3.083,4.21,4.287,4.287,4.287,4.287,0.334,0.656,0.896,0.912,0.912,0.912,0.912,3.13,1.617,0.491,0.414,0.414,0.414,0.414,9.845,6.164,5.175,4.392,2.824,1.998,1.257,0.787,0,0.343,0,0,0,0,0.056,2.245,2.915,3.933,9.06,5.213,3.941,3.028,1.77,1.139,0.668,0.489,0,0.182,0,0,0,0,0.024,1.3,1.538,1.883,7.526,4.164,2.885,1.97,1.146,0.677,0.324,0.318,0,0.084,0,0,0,0,0.019,0.73,0.833,0.938,13,13,17,21,22,24,20,13,8,4,1
347,1095.528,5.89,186,3.459,2.321,3.333,1.784,3,3.585,2,56,65,1.498,2.843,3.863,4.103,4.103,4.103,4.103,0.323,0.612,0.832,0.884,0.884,0.884,0.884,3.145,1.801,0.78,0.54,0.54,0.54,0.54,9.138,5.702,4.654,4.167,3.017,2.006,0.972,0.731,0,0.283,0,0,0,0,0.056,2.156,3.175,4.516,8.353,4.774,3.403,2.761,1.868,1.062,0.419,0.447,0,0.144,0,0,0,0,0.024,1.248,1.768,2.239,7.372,4.116,2.615,1.935,1.272,0.695,0.25,0.285,0,0.063,0,0,0,0,0.019,0.719,0.99,1.14,12,12,16,21,23,23,16,9,3,1,0
348,5360.931,7.364,728,4.235,2.823,4.074,2.528,3,4.222,2,118,147,1.244,2.585,4.242,4.881,4.881,4.881,4.881,0.227,0.471,0.772,0.889,0.889,0.889,0.889,4.248,2.907,1.25,0.611,0.611,0.611,0.611,13.905,9.576,9.457,8.064,6.595,5.975,4.303,1.939,0.118,0.677,0.116,0.289,0.204,0.118,0.307,4.676,7.725,13.529,13.284,8.677,8.213,6.668,5.141,4.384,3.059,1.642,0.102,0.548,0.088,0.289,0.204,0.118,0.253,3.802,5.945,9.79,12.601,8.142,7.507,6.008,4.436,3.616,2.474,1.481,0.102,0.517,0.088,0.289,0.204,0.091,0.208,3.453,5.272,8.329,20,23,36,49,67,95,109,129,142,142,126
349,17771.959,8.455,2102,4.765,3.261,4.63,2.69,4,4.582,2,158,190,1.742,3.208,4.371,4.736,4.903,4.903,4.903,0.312,0.574,0.783,0.848,0.878,0.878,0.878,3.843,2.377,1.214,0.849,0.682,0.682,0.682,20.706,13.846,13.147,11.102,9.125,7.979,5.961,2.353,0,0.637,0,0,0,0,0.268,5.488,8.474,14.026,18.516,11.132,9.48,7.109,5.223,4.152,2.662,1.5,0,0.268,0,0,0,0,0.153,2.993,4.048,5.927,15.731,9.166,7.135,5.251,3.592,2.685,1.594,0.962,0,0.148,0,0,0,0,0.115,1.944,2.473,3.389,29,32,47,64,86,121,144,173,199,233,235
350,5309.534,7.214,736,4.196,2.918,3.998,2.249,4,3.09,2,90,100,1.279,2.085,3.316,3.696,3.834,3.834,3.834,0.24,0.392,0.623,0.695,0.72,0.72,0.72,4.043,3.236,2.006,1.625,1.488,1.488,1.488,13.502,9.271,7.785,5.83,4.743,3.746,2.177,0.878,0,0.136,0,0,0,0,0.204,1.669,2.633,3.886,12.05,7.37,5.699,3.678,2.627,1.785,1.04,0.703,0,0.068,0,0,0,0,0.064,1.051,1.362,1.667,11.621,6.634,4.875,3.028,1.994,1.343,0.692,0.568,0,0.039,0,0,0,0,0.064,0.798,0.935,1.134,19,20,25,30,37,44,40,44,40,32,24
351,5935.109,7.373,805,4.243,2.89,4.085,2.261,4,4.022,3,98,112,1.354,2.437,3.957,4.434,4.576,4.576,4.576,0.251,0.452,0.734,0.822,0.849,0.849,0.849,4.038,2.955,1.435,0.959,0.816,0.816,0.816,14.424,9.627,8.462,6.573,5.157,3.919,2.378,1.39,0.118,0.489,0.118,0,0,0,0.204,3.11,4.82,7.159,12.972,7.738,6.35,4.28,2.931,1.892,1.216,1.142,0.088,0.26,0.059,0,0,0,0.064,2.063,2.7,3.344,12.413,6.885,5.266,3.408,2.139,1.348,0.754,0.844,0.051,0.165,0.03,0,0,0,0.057,1.463,1.757,2.111,20,21,28,35,42,49,46,48,40,32,24
352,13763.214,8.134,1692,4.628,3.211,4.461,2.632,5,4.547,3,132,152,1.438,2.873,4.31,4.976,5.209,5.261,5.261,0.251,0.502,0.752,0.869,0.909,0.918,0.918,4.29,2.855,1.418,0.752,0.519,0.467,0.467,18.518,12.542,11.176,9.201,7.18,5.527,3.192,1.626,0,0.401,0,0,0,0.118,0.387,3.768,5.439,7.823,16.748,10.314,8.587,6.545,4.726,3.248,1.839,1.264,0,0.24,0,0,0,0.118,0.261,2.643,3.513,4.413,15.214,9.087,7.009,5.121,3.506,2.264,1.232,0.854,0,0.147,0,0,0,0.091,0.165,1.766,2.237,2.683,26,28,38,48,59,68,64,71,76,71,63
353,8674.96,7.773,1116,4.428,3.043,4.28,2.562,3,4.35,2,122,147,1.801,3.417,4.273,4.653,4.653,4.653,4.653,0.338,0.642,0.803,0.874,0.874,0.874,0.874,3.521,1.905,1.049,0.669,0.669,0.669,0.669,16.56,11.024,10.009,8.636,7.271,6.1,4.357,1.639,0,0.581,0,0,0,0,0.203,4.271,6.963,11.506,15.044,9.243,7.485,5.8,4.438,3.4,2.055,0.983,0,0.25,0,0,0,0,0.144,2.271,3.354,4.958,12.674,7.452,5.365,3.971,2.768,1.952,1.061,0.599,0,0.113,0,0,0,0,0.088,1.335,1.813,2.429,23,25,36,50,67,90,101,113,120,129,113
354,5325.725,7.356,724,4.235,2.88,4.061,2.522,4,4.322,2,118,148,1.207,2.525,4.004,4.863,5.079,5.079,5.079,0.221,0.462,0.733,0.891,0.93,0.93,0.93,4.252,2.935,1.455,0.597,0.381,0.381,0.381,13.905,9.593,9.377,8.691,7.351,6.134,4.647,1.878,0.118,0.772,0.131,0,0,0.083,0.445,5.092,8.333,13.125,13.284,8.688,8.141,7.356,5.974,4.72,3.442,1.621,0.118,0.709,0.131,0,0,0.083,0.388,4.418,7.043,10.677,12.179,8.093,7.436,6.66,5.541,4.325,3.052,1.416,0.118,0.518,0.085,0,0,0.083,0.341,3.711,6.107,9.167,20,23,36,53,73,97,115,141,167,186,176
355,12505.776,8.136,1537,4.588,3.129,4.469,2.687,4,4.547,2,138,167,1.85,3.264,4.324,4.624,4.806,4.806,4.806,0.339,0.598,0.792,0.847,0.88,0.88,0.88,3.609,2.196,1.136,0.835,0.654,0.654,0.654,19.008,12.345,11.462,9.6,8.416,6.833,4.985,2.07,0,0.657,0,0,0,0,0.174,5.031,8.773,14.678,17.544,10.56,8.885,6.756,5.388,4.043,2.607,1.374,0,0.302,0,0,0,0,0.122,2.951,4.671,7.064,14.137,8.127,6.267,4.605,3.216,2.332,1.373,0.881,0,0.143,0,0,0,0,0.084,1.807,2.426,3.334,26,28,41,57,79,105,123,143,146,159,149
356,22290.152,8.514,2618,4.832,3.482,4.641,2.911,5,4.615,4,160,188,1.656,2.896,4.119,4.822,5.04,5.186,5.186,0.286,0.501,0.712,0.834,0.872,0.897,0.897,4.125,2.886,1.662,0.959,0.741,0.596,0.596,21.14,14.453,13.514,10.759,8.958,7.703,5.65,2.66,0.289,0.68,0.144,0,0,0,0.28,4.921,7.24,11.185,19.637,12.376,10.826,7.541,5.636,4.351,2.854,2.162,0.25,0.351,0.083,0,0,0,0.157,3.137,3.98,5.222,17.476,11.018,8.704,6.821,5.123,3.996,2.626,1.104,0.013,0.179,0.004,0,0,0,0.14,2.441,3.421,4.912,30,33,47,61,80,109,124,146,167,189,193
357,7039.188,7.496,939,4.266,2.971,4.134,2.453,3,4.297,2,108,124,2.041,3.925,4.563,4.813,4.813,4.813,4.813,0.408,0.785,0.913,0.962,0.962,0.962,0.962,2.959,1.075,0.438,0.188,0.188,0.188,0.188,15.621,9.787,9.817,6.882,5.639,3.652,3.023,2.56,0.289,0.641,0.118,0,0,0.144,0.158,3.988,6.104,8.07,13.408,7.232,6.123,3.806,2.742,1.597,1.137,1.267,0.102,0.227,0.029,0,0,0.056,0.06,1.795,2.436,2.817,12.08,7.539,6.01,3.985,2.765,1.531,0.987,1.116,0.059,0.263,0.017,0,0,0.036,0.047,1.952,2.581,2.967,21,22,32,38,47,51,59,52,49,45,40
358,14032.465,8.121,1728,4.615,3.256,4.45,2.687,4,4.547,3,134,155,1.642,2.655,4.064,4.795,4.991,4.991,4.991,0.289,0.468,0.716,0.845,0.88,0.88,0.88,4.031,3.017,1.609,0.878,0.681,0.681,0.681,18.681,12.436,11.474,9.278,7.197,5.289,3.863,1.918,0,0.498,0,0,0,0.144,0.238,4.279,5.663,7.909,17.32,10.829,9.363,7.317,5.491,3.801,2.671,1.388,0,0.303,0,0,0,0.144,0.194,2.992,3.881,5.129,16.599,9.907,7.953,5.994,4.136,2.673,1.727,1.091,0,0.225,0,0,0,0.112,0.144,2.349,2.789,3.389,26,28,39,49,60,71,79,86,84,90,88
359,13548.001,8.122,1668,4.637,3.221,4.45,2.662,4,4.547,3,140,166,1.615,2.874,4.194,4.845,5.002,5.002,5.002,0.289,0.515,0.751,0.868,0.896,0.896,0.896,3.97,2.711,1.391,0.74,0.583,0.583,0.583,18.096,12.614,11.493,9.912,8.186,6,4.477,1.69,0,0.442,0,0,0,0.262,0.377,4.178,6.363,9.283,16.56,10.598,8.898,7.143,5.481,3.683,2.593,1.176,0,0.252,0,0,0,0.192,0.23,2.701,3.819,5.114,16.069,9.86,7.862,6.086,4.314,2.79,1.801,1.001,0,0.214,0,0,0,0.143,0.176,2.276,2.903,3.653,26,29,41,55,72,85,97,109,122,121,126
360,15797.569,8.232,1919,4.672,3.318,4.508,2.713,4,4.607,3,138,160,1.694,2.78,4.161,4.84,5.032,5.032,5.032,0.297,0.488,0.73,0.849,0.883,0.883,0.883,4.006,2.921,1.539,0.861,0.668,0.668,0.668,19.389,12.974,11.615,9.784,7.442,5.423,3.976,1.82,0,0.449,0,0,0,0.144,0.238,4.328,5.963,8.158,18.027,11.39,9.528,7.652,5.702,3.918,2.773,1.328,0,0.273,0,0,0,0.144,0.194,3.009,4.078,5.297,17.008,10.019,7.904,5.982,4.145,2.664,1.712,1.037,0,0.198,0,0,0,0.112,0.144,2.244,2.754,3.318,27,29,40,51,62,73,82,91,93,95,96
361,17817.107,8.337,2137,4.727,3.378,4.562,2.843,4,4.664,3,142,164,1.666,2.797,4.29,4.931,5.113,5.113,5.113,0.288,0.484,0.742,0.853,0.884,0.884,0.884,4.115,2.985,1.492,0.85,0.668,0.668,0.668,20.096,13.474,11.996,9.884,7.8,5.596,4.072,1.82,0,0.449,0,0,0,0.144,0.238,4.259,5.997,8.335,18.734,11.89,9.925,7.769,5.939,4.068,2.855,1.328,0,0.273,0,0,0,0.144,0.194,2.967,4.091,5.415,17.715,10.606,8.133,6.075,4.23,2.731,1.753,1.037,0,0.198,0,0,0,0.112,0.144,2.233,2.751,3.355,28,30,41,52,64,75,84,94,98,104,101
362,20104.939,8.437,2383,4.78,3.439,4.613,2.935,4,4.72,3,146,168,1.64,2.756,4.297,5.017,5.19,5.19,5.19,0.28,0.471,0.734,0.857,0.886,0.886,0.886,4.218,3.102,1.561,0.841,0.668,0.668,0.668,20.803,13.974,12.349,10.153,7.87,5.849,4.194,1.82,0,0.449,0,0,0,0.144,0.238,4.259,5.948,8.359,19.441,12.39,10.278,8.049,6.022,4.235,2.961,1.328,0,0.273,0,0,0,0.144,0.194,2.967,4.061,5.424,18.422,11.106,8.549,6.237,4.296,2.791,1.8,1.037,0,0.198,0,0,0,0.112,0.144,2.233,2.743,3.354,29,31,42,53,65,77,86,96,101,109,110
